name,state,population,latitude,longitude
Tlahualilo de Zaragoza,Durango,9517.0,26.1083,-103.4431
Seybaplaya,Campeche,9515.0,19.6394,-90.6883
Carácuaro,Michoacán,9485.0,19.0167,-101.1261
Santa María Jacatepec,Oaxaca,9474.0,17.85,-96.2
San Juanito de Escobedo,Jalisco,9433.0,20.8,-104.0
Halachó,Yucatán,9412.0,20.4764,-90.0819
Zacualpan de Amilpas,Morelos,9370.0,18.7836,-98.7594
Ecatzingo,México,9369.0,18.95,-98.75
San Agustín de las Juntas,Oaxaca,9342.0,17.0,-96.7167
Doctor Arroyo,Nuevo León,9339.0,23.6667,-100.1667
San Pablo Huixtepec,Oaxaca,9313.0,16.8167,-96.7833
Choix,Sinaloa,9306.0,26.7086,-108.3253
Mascota,Jalisco,9272.0,20.5235,-104.7886
Tlahuiltepa,Hidalgo,9264.0,20.9233,-98.9497
Otumba,México,9242.0,19.6989,-98.7572
Santa Isabel Cholula,Puebla,9236.0,19.0,-98.3667
Santa María Ajoloapan,México,9185.0,19.9692,-99.0353
Santo Domingo Petapa,Oaxaca,9157.0,16.8167,-95.1333
Tecoh,Yucatán,9134.0,20.7419,-89.4744
Ciudad Insurgentes,Baja California Sur,9133.0,25.2617,-111.7744
Amatlán de los Reyes,Veracruz,9123.0,18.8457,-96.9149
Coatetelco,Morelos,9094.0,18.7294,-99.3256
San Pedro Atocpan,Ciudad de México,8997.0,19.2006,-99.0492
Ixtapa Zihuatanejo,Guerrero,8992.0,17.6367,-101.5514
Chilón,Chiapas,8982.0,17.1055,-92.2715
San Francisco Ixhuatan,Oaxaca,8980.0,16.35,-94.4833
Higuera de Zaragoza,Sinaloa,8976.0,25.95,-109.2833
Tepechitlán,Zacatecas,8972.0,21.6667,-103.3333
Lerma,Campeche,8971.0,19.8,-90.6
Tzitzio,Michoacán,8966.0,19.5856,-100.9231
San Francisco Chimalpa,México,8953.0,19.4419,-99.3419
Almoloya del Río,México,8939.0,19.1586,-99.4886
La Junta,Chihuahua,8930.0,28.4778,-107.3317
Santa María del Tule,Oaxaca,8918.0,17.0465,-96.6363
Santa Cruz Atizapán,México,8909.0,19.1756,-99.4886
San José de Gracia,Aguascalientes,8896.0,22.15,-102.4167
Tepetitlan,Hidalgo,8893.0,20.1842,-99.3808
Tataltepec de Valdés,Oaxaca,8869.0,16.3064,-97.5461
Ayapango,México,8864.0,19.1264,-98.8028
Santa María Xadani,Oaxaca,8795.0,16.3667,-95.0167
San Juan Ixcaquixtla,Puebla,8752.0,18.45,-97.8167
Hostotipaquillo,Jalisco,8732.0,21.2167,-103.85
Lázaro Cárdenas,Chihuahua,8704.0,28.3897,-105.6236
Monte Escobedo,Zacatecas,8683.0,22.3,-103.5667
Teotitlán,Oaxaca,8675.0,18.1333,-97.0833
Pantelhó,Chiapas,8629.0,17.0,-92.4833
Rayón,México,8590.0,19.1481,-99.58
Vícam Pueblo,Sonora,8578.0,27.6422,-110.2897
El Espinal,Oaxaca,8575.0,16.4906,-95.0444
Ahumada,Chihuahua,8575.0,30.6186,-106.5122
Coahuitlán,Veracruz,8566.0,20.2667,-97.7167
San Pedro Ixtlahuaca,Oaxaca,8561.0,17.05,-96.8167
Ayotoxco de Guerrero,Puebla,8558.0,20.1,-97.4
Bacobampo,Sonora,8539.0,26.9889,-109.65
Hueyotlipan,Puebla,8511.0,18.9,-97.85
San Pablo Villa de Mitla,Oaxaca,7547.0,16.917,-96.4
San Quintín,Baja California,5433.0,30.4837,-115.95
Esperanza,Sonora,3836.0,27.58,-109.9298
Nautla,Veracruz,2890.0,20.2167,-96.7833
Altata,Sinaloa,2001.0,24.6333,-107.9167
Mazatán,Sonora,1058.0,29.0167,-110.1333
Punta Prieta,Baja California,112.0,28.9289,-114.1556
